ˇ 
ˊ 
ˋ 
˙ 
ㄅ b
ㄓㄨ zhu
ㄓㄨˇ zhu
ㄓㄨˊ zhu
ㄓㄨˋ zhu
ㄓㄨㄚ zhua
ㄓㄨㄚˇ zhua
ㄓㄨㄛ zhuo
ㄓㄨㄛˊ zhuo
ㄓㄨㄛˋ zhuo
ㄓㄨㄞ zhuai
ㄓㄨㄞˇ zhuai
ㄓㄨㄞˋ zhuai
ㄓㄨㄟ zhui
ㄓㄨㄟˇ zhui
ㄓㄨㄟˋ zhui
ㄓㄨㄢ zhuan
ㄓㄨㄢˇ zhuan
ㄓㄨㄢˋ zhuan
ㄓㄨㄣ zhun
ㄓㄨㄣˇ zhun
ㄓㄨㄣˋ zhun
ㄓㄨㄤ zhuang
ㄓㄨㄤˇ zhuang
ㄓㄨㄤˋ zhuang
ㄓㄨㄥ zhong
ㄓㄨㄥˇ zhong
ㄓㄨㄥˊ zhong
ㄓㄨㄥˋ zhong
ㄔ chi
ㄔˇ ch
ㄔˊ ch
ㄔˋ ch
ㄔㄚ cha
ㄔㄚˇ cha
ㄔㄚˊ cha
ㄔㄚˋ cha
ㄔㄜ che
ㄔㄜˇ che
ㄔㄜˋ che
ㄔㄞ chai
ㄔㄞˇ chai
ㄔㄞˊ chai
ㄔㄞˋ chai
ㄔㄠ chao
ㄔㄠˇ chao
ㄔㄠˊ chao
ㄔㄠˋ chao
ㄔㄡ chou
ㄔㄡˇ chou
ㄔㄡˊ chou
ㄔㄡˋ chou
ㄔㄢ chan
ㄔㄢˇ chan
ㄔㄢˊ chan
ㄔㄢˋ chan
ㄔㄣ chen
ㄔㄣˇ chen
ㄔㄣˊ chen
ㄔㄣˋ chen
ㄔㄣ˙ chen
ㄔㄤ chang
ㄔㄤˇ chang
ㄔㄤˊ chang
ㄔㄤˋ chang
ㄔㄥ cheng
ㄔㄥˇ cheng
ㄔㄥˊ cheng
ㄔㄥˋ cheng
ㄔㄧˋ chi
ㄔㄨ chu
ㄔㄨˇ chu
ㄔㄨˊ chu
ㄔㄨˋ chu
ㄔㄨㄚ chua
ㄔㄨㄚˇ chua
ㄔㄨㄚˋ chua
ㄔㄨㄛ chuo
ㄔㄨㄛˋ chuo
ㄔㄨㄞ chuai
ㄔㄨㄞˇ chuai
ㄔㄨㄞˊ chuai
ㄔㄨㄞˋ chuai
ㄔㄨㄟ chui
ㄔㄨㄟˇ chui
ㄔㄨㄟˊ chui
ㄔㄨㄟˋ chui
ㄔㄨㄢ chuan
ㄔㄨㄢˇ chuan
ㄔㄨㄢˊ chuan
ㄔㄨㄢˋ chuan
ㄔㄨㄣ chun
ㄔㄨㄣˇ chun
ㄔㄨㄣˊ chun
ㄔㄨㄤ chuang
ㄔㄨㄤˇ chuang
ㄔㄨㄤˊ chuang
ㄔㄨㄤˋ chuang
ㄔㄨㄥ chong
ㄔㄨㄥˇ chong
ㄔㄨㄥˊ chong
ㄔㄨㄥˋ chong
ㄕ shi
ㄕˇ sh
ㄕˊ sh
ㄕˋ sh
ㄕ˙ sh
ㄕㄚ sha
ㄕㄚˇ sha
ㄕㄚˊ sha
ㄕㄚˋ sha
ㄕㄚ˙ sha
ㄕㄜ she
ㄕㄜˇ she
ㄕㄜˊ she
ㄕㄜˊ she
ㄕㄜˋ she
ㄕㄞ shai
ㄕㄞˇ shai
ㄕㄞˋ shai
ㄕㄟˊ shei
ㄕㄠ shao
ㄕㄠˇ shao
ㄕㄠˊ shao
ㄕㄠˋ shao
ㄕㄡ shou
ㄕㄡˇ shou
ㄕㄡˊ shou
ㄕㄡˋ shou
ㄕㄢ shan
ㄕㄢˇ shan
ㄕㄢˊ shan
ㄕㄢˋ shan
ㄕㄣ shen
ㄕㄣˇ shen
ㄕㄣˊ shen
ㄕㄣˋ shen
ㄕㄤ shang
ㄕㄤˇ shang
ㄕㄤˋ shang
ㄕㄤ˙ shang
ㄕㄥ sheng
ㄕㄥˇ sheng
ㄕㄥˊ sheng
ㄕㄥˋ sheng
ㄕㄨ shu
ㄕㄨˇ shu
ㄕㄨˊ shu
ㄕㄨˋ shu
ㄕㄨㄚ shua
ㄕㄨㄚˇ shua
ㄕㄨㄚˋ shua
ㄕㄨㄛ shuo
ㄕㄨㄛˋ shuo
ㄕㄨㄞ shuai
ㄕㄨㄞˇ shuai
ㄕㄨㄞˋ shuai
ㄕㄨㄟ shui
ㄕㄨㄟˇ shui
ㄕㄨㄟˊ shui
ㄕㄨㄟˋ shui
ㄕㄨㄢ shuan
ㄕㄨㄢˋ shuan
ㄕㄨㄣˇ shun
ㄕㄨㄣˋ shun
ㄕㄨㄤ shuang
ㄕㄨㄤˇ shuang
ㄕㄨㄤˊ shuang
ㄕㄨㄤˋ shuang
ㄖ ri
ㄖˋ r
ㄖㄜˇ re
ㄖㄜˋ re
ㄖㄠˇ rao
ㄖㄠˊ rao
ㄖㄠˋ rao
ㄖㄡˇ rou
ㄖㄡˊ rou
ㄖㄡˋ rou
ㄖㄢˇ ran
ㄖㄢˊ ran
ㄖㄢˋ ran
ㄖㄣˇ ren
ㄖㄣˊ ren
ㄖㄣˋ ren
ㄖㄤ rang
ㄖㄤˇ rang
ㄖㄤˊ rang
ㄖㄤˋ rang
ㄖㄥ reng
ㄖㄥˇ reng
ㄖㄥˊ reng
ㄖㄥˋ reng
ㄖㄨˇ ru
ㄖㄨˊ ru
ㄖㄨˋ ru
ㄖㄨㄛˊ ruo
ㄖㄨㄛˋ ruo
ㄖㄨㄟˇ rui
ㄖㄨㄟˊ rui
ㄖㄨㄟˋ rui
ㄖㄨㄢˇ ruan
ㄖㄨㄢˊ ruan
ㄖㄨㄢˋ ruan
ㄖㄨㄣ run
ㄖㄨㄣˇ run
ㄖㄨㄣˊ run
ㄖㄨㄣˋ run
ㄖㄨㄥˇ rong
ㄖㄨㄥˊ rong
ㄖㄨㄥˋ rong
ㄗ zi
ㄗˇ z
ㄗˊ z
ㄗˋ z
ㄗ˙ z
ㄗㄚ za
ㄗㄚˇ za
ㄗㄚˊ za
ㄗㄛˊ zo
ㄗㄜˇ ze
ㄗㄜˊ ze
ㄗㄜˊ ze
ㄗㄜˋ ze
ㄗㄞ zai
ㄗㄞ zai
ㄗㄞˇ zai
ㄗㄞˋ zai
ㄗㄟˊ zei
ㄗㄠ zao
ㄗㄠˇ zao
ㄗㄠˊ zao
ㄗㄠˋ zao
ㄗㄡ zou
ㄗㄡˇ zou
ㄗㄡˋ zou
ㄗㄢ zan
ㄗㄢˇ zan
ㄗㄢˊ zan
ㄗㄢˋ zan
ㄗㄣ zen
ㄗㄣˇ zen
ㄗㄣˋ zen
ㄗㄤ zang
ㄗㄤˇ zang
ㄗㄤˋ zang
ㄗㄥ zeng
ㄗㄥˇ zeng
ㄗㄥˋ zeng
ㄗㄧ zi
ㄗㄨ zu
ㄗㄨˇ zu
ㄗㄨˊ zu
ㄗㄨˋ zu
ㄗㄨㄛ zuo
ㄗㄨㄛˇ zuo
ㄗㄨㄛˊ zuo
ㄗㄨㄛˋ zuo
ㄗㄨㄛ˙ zuo
ㄗㄨㄟ zui
ㄗㄨㄟˇ zui
ㄗㄨㄟˋ zui
ㄗㄨㄢ zuan
ㄗㄨㄢˇ zuan
ㄗㄨㄢˋ zuan
ㄗㄨㄣ zun
ㄗㄨㄣˇ zun
ㄗㄨㄣˋ zun
ㄗㄨㄥ zong
ㄗㄨㄥˇ zong
ㄗㄨㄥˊ zong
ㄗㄨㄥˋ zong
ㄘ ci
ㄘˇ c
ㄘˊ c
ㄘˋ c
ㄘㄚ ca
ㄘㄚˇ ca
ㄘㄚˋ ca
ㄘㄜ ce
ㄘㄜˋ ce
ㄘㄞ cai
ㄘㄞˇ cai
ㄘㄞˇ cai
ㄘㄞˊ cai
ㄘㄞˋ cai
ㄘㄠ cao
ㄘㄠˇ cao
ㄘㄠˊ cao
ㄘㄠˋ cao
ㄘㄡ cou
ㄘㄡˇ cou
ㄘㄡˊ cou
ㄘㄡˋ cou
ㄘㄢ can
ㄘㄢˇ can
ㄘㄢˊ can
ㄘㄢˋ can
ㄘㄣ cen
ㄘㄣˊ cen
ㄘㄤ cang
ㄘㄤˇ cang
ㄘㄤˊ cang
ㄘㄤˋ cang
ㄘㄥ ceng
ㄘㄥˇ ceng
ㄘㄥˊ ceng
ㄘㄥˋ ceng
ㄘㄧˊ ci
ㄘㄨ cu
ㄘㄨˇ cu
ㄘㄨˊ cu
ㄘㄨˋ cu
ㄘㄨㄛ cuo
ㄘㄨㄛˇ cuo
ㄘㄨㄛˊ cuo
ㄘㄨㄛˋ cuo
ㄘㄨㄟ cui
ㄘㄨㄟˇ cui
ㄘㄨㄟˊ cui
ㄘㄨㄟˋ cui
ㄘㄨㄢ cuan
ㄘㄨㄢˊ cuan
ㄘㄨㄢˋ cuan
ㄘㄨㄣ cun
ㄘㄨㄣˇ cun
ㄘㄨㄣˊ cun
ㄘㄨㄣˋ cun
ㄘㄨㄥ cong
ㄘㄨㄥˇ cong
ㄘㄨㄥˊ cong
ㄘㄨㄥˋ cong
ㄙ si
ㄙˇ s
ㄙˋ s
ㄙ˙ s
ㄙㄚ sa
ㄙㄚˇ sa
ㄙㄚˋ sa
ㄙㄚ˙ sa
ㄙㄛˋ so
ㄙㄜ se
ㄙㄜˋ se
ㄙㄞ sai
ㄙㄞˇ sai
ㄙㄞˊ sai
ㄙㄞˋ sai
ㄙㄟ sei
ㄙㄠ sao
ㄙㄠˇ sao
ㄙㄠˋ sao
ㄙㄡ sou
ㄙㄡˇ sou
ㄙㄡˋ sou
ㄙㄢ san
ㄙㄢˇ san
ㄙㄢˋ san
ㄙㄣ sen
ㄙㄣˇ sen
ㄙㄤ sang
ㄙㄤˇ sang
ㄙㄤˋ sang
ㄙㄥ seng
ㄙㄥˋ seng
ㄙㄨ su
ㄙㄨˇ su
ㄙㄨˊ su
ㄙㄨˋ su
ㄙㄨㄛ suo
ㄙㄨㄛˇ suo
ㄙㄨㄛˊ suo
ㄙㄨㄛˋ suo
ㄙㄨㄟ sui
ㄙㄨㄟˇ sui
ㄙㄨㄟˊ sui
ㄙㄨㄟˋ sui
ㄙㄨㄢ suan
ㄙㄨㄢˇ suan
ㄙㄨㄢˋ suan
ㄙㄨㄣ sun
ㄙㄨㄣˇ sun
ㄙㄨㄣˋ sun
ㄙㄨㄥ song
ㄙㄨㄥˇ song
ㄙㄨㄥˊ song
ㄙㄨㄥˋ song
ㄚ a
ㄚˊ a
ㄚˋ a
ㄚ˙ a
ㄛ o
ㄛˇ o
ㄛˊ o
ㄜ e
ㄜˇ e
ㄜˊ e
ㄜˋ e
ㄝ e
ㄝˇ e
ㄝˊ e
ㄝˋ e
ㄝ˙ e
ㄞ ai
ㄞˇ ai
ㄞˊ ai
ㄞˋ ai
ㄟ ei
ㄟˋ ei
ㄠ ao
ㄠˇ ao
ㄠˊ ao
ㄠˋ ao
ㄡ ou
ㄡˇ ou
ㄡˊ ou
ㄡˋ ou
ㄡ˙ ou
ㄢ an
ㄢˇ an
ㄢˊ an
ㄢˋ an
ㄣ en
ㄣˇ en
ㄣˊ en
ㄣˋ en
ㄣ˙ en
ㄤ ang
ㄤˇ ang
ㄤˊ ang
ㄤˋ ang
ㄥ eng
ㄦ er
ㄦˇ er
ㄦˊ er
ㄦˋ er
ㄦ˙ er
ㄧ yi
ㄧˇ y
ㄧˊ y
ㄧˋ y
ㄧㄚ ya
ㄧㄚˇ ya
ㄧㄚˊ ya
ㄧㄚˋ ya
ㄧㄛ yo
ㄧㄛ˙ yo
ㄧㄝ ye
ㄧㄝˇ ye
ㄧㄝˊ ye
ㄧㄝˋ ye
ㄧㄞˊ yai
ㄧㄠ yao
ㄧㄠˇ yao
ㄧㄠˊ yao
ㄧㄠˋ yao
ㄧㄡ you
ㄧㄡˇ yu
ㄧㄡˊ yu
ㄧㄡˋ yu
ㄧㄢ yan
ㄧㄢ yan
ㄧㄢ yan
ㄧㄢˇ yan
ㄧㄢˊ yan
ㄧㄢˋ yan
ㄧㄣ yin
ㄧㄣˇ yn
ㄧㄣˊ yn
ㄧㄣˋ yn
ㄧㄤ yang
ㄧㄤˇ yang
ㄧㄤˊ yang
ㄧㄤˋ yang
ㄧㄥ ying
ㄧㄥˇ yng
ㄧㄥˊ yng
ㄧㄥˋ yng
ㄨ wu
ㄨˇ w
ㄨˊ w
ㄨˋ w
ㄨㄚ wa
ㄨㄚˇ wa
ㄨㄚˊ wa
ㄨㄚˋ wa
ㄨㄚ˙ wa
ㄨㄛ wo
ㄨㄛˇ wo
ㄨㄛˋ wo
ㄨㄜ we
ㄨㄞ wai
ㄨㄞˇ wai
ㄨㄞˋ wai
ㄨㄞ˙ wai
ㄨㄟ wei
ㄨㄟˇ wi
ㄨㄟˊ wi
ㄨㄟˋ wi
ㄨㄢ wan
ㄨㄢˇ wan
ㄨㄢˊ wan
ㄨㄢˋ wan
ㄨㄣ wen
ㄨㄣ wen
ㄨㄣˇ wn
ㄨㄣˊ wn
ㄨㄣˋ wn
ㄨㄤ wang
ㄨㄤˇ wang
ㄨㄤˊ wang
ㄨㄤˋ wang
ㄨㄥ weng
ㄨㄥˇ weng
ㄨㄥˋ weng
ㄩ yu
ㄩ yu
ㄩˇ w
ㄩˊ w
ㄩˊ w
ㄩˊ w
ㄩˋ w
ㄩㄝ yue
ㄩㄝˇ we
ㄩㄝˋ we
ㄩㄢ yuan
ㄩㄢˇ wan
ㄩㄢˇ wan
ㄩㄢˊ wan
ㄩㄢˋ wan
ㄩㄣ yun
ㄩㄣˇ wn
ㄩㄣˊ wn
ㄩㄣˋ wn
ㄩㄥ yong
ㄩㄥˇ yong
ㄩㄥˊ yong
ㄩㄥˊ yong
ㄩㄥˋ yong
